# layer,row,col,filter,float_value,q1.6_int,q1.6_hex
layer_0_output,6,11,3,0.027886,2,0x02
layer_0_output,6,11,4,0.089046,6,0x06
layer_0_output,6,11,5,0.091046,6,0x06
layer_0_output,6,11,6,0.000000,0,0x00
layer_0_output,6,11,7,0.012470,1,0x01
layer_0_output,6,12,0,0.098335,6,0x06
layer_0_output,6,12,1,0.020616,1,0x01
layer_0_output,6,12,2,0.031463,2,0x02
layer_0_output,6,12,3,0.027876,2,0x02
layer_0_output,6,12,4,0.093771,6,0x06
layer_0_output,6,12,5,0.096246,6,0x06
layer_0_output,6,12,6,0.000000,0,0x00
layer_0_output,6,12,7,0.012212,1,0x01
layer_0_output,6,13,0,0.102989,7,0x07
layer_0_output,6,13,1,0.020291,1,0x01
layer_0_output,6,13,2,0.031492,2,0x02
layer_0_output,6,13,3,0.027866,2,0x02
layer_0_output,6,13,4,0.098495,6,0x06
layer_0_output,6,13,5,0.101445,6,0x06
layer_0_output,6,13,6,0.000000,0,0x00
layer_0_output,6,13,7,0.011954,1,0x01
layer_0_output,6,14,0,0.107643,7,0x07
layer_0_output,6,14,1,0.019966,1,0x01
layer_0_output,6,14,2,0.031522,2,0x02
layer_0_output,6,14,3,0.027856,2,0x02
layer_0_output,6,14,4,0.103220,7,0x07
layer_0_output,6,14,5,0.106644,7,0x07
layer_0_output,6,14,6,0.000000,0,0x00
layer_0_output,6,14,7,0.011697,1,0x01
layer_0_output,6,15,0,0.112297,7,0x07
layer_0_output,6,15,1,0.019641,1,0x01
layer_0_output,6,15,2,0.031552,2,0x02
layer_0_output,6,15,3,0.027846,2,0x02
layer_0_output,6,15,4,0.107944,7,0x07
layer_0_output,6,15,5,0.111844,7,0x07
layer_0_output,6,15,6,0.000000,0,0x00
layer_0_output,6,15,7,0.011439,1,0x01
layer_0_output,6,16,0,0.116951,7,0x07
layer_0_output,6,16,1,0.019316,1,0x01
layer_0_output,6,16,2,0.031582,2,0x02
layer_0_output,6,16,3,0.027835,2,0x02
layer_0_output,6,16,4,0.112668,7,0x07
layer_0_output,6,16,5,0.117043,7,0x07
layer_0_output,6,16,6,0.000000,0,0x00
layer_0_output,6,16,7,0.011181,1,0x01
layer_0_output,6,17,0,0.121605,8,0x08
layer_0_output,6,17,1,0.018990,1,0x01
layer_0_output,6,17,2,0.031611,2,0x02
layer_0_output,6,17,3,0.027825,2,0x02
layer_0_output,6,17,4,0.117393,8,0x08
layer_0_output,6,17,5,0.122242,8,0x08
layer_0_output,6,17,6,0.000000,0,0x00
layer_0_output,6,17,7,0.010923,1,0x01
layer_0_output,6,18,0,0.126259,8,0x08
layer_0_output,6,18,1,0.018665,1,0x01
layer_0_output,6,18,2,0.031641,2,0x02
layer_0_output,6,18,3,0.027815,2,0x02
layer_0_output,6,18,4,0.122117,8,0x08
layer_0_output,6,18,5,0.127442,8,0x08
layer_0_output,6,18,6,0.000000,0,0x00
layer_0_output,6,18,7,0.010666,1,0x01
layer_0_output,6,19,0,0.130912,8,0x08
layer_0_output,6,19,1,0.018340,1,0x01
layer_0_output,6,19,2,0.031671,2,0x02
layer_0_output,6,19,3,0.027805,2,0x02
layer_0_output,6,19,4,0.126842,8,0x08
layer_0_output,6,19,5,0.132641,8,0x08
layer_0_output,6,19,6,0.000000,0,0x00
layer_0_output,6,19,7,0.010408,1,0x01
layer_0_output,6,20,0,0.135566,9,0x09
layer_0_output,6,20,1,0.018015,1,0x01
layer_0_output,6,20,2,0.031700,2,0x02
layer_0_output,6,20,3,0.027795,2,0x02
layer_0_output,6,20,4,0.131566,8,0x08
layer_0_output,6,20,5,0.137840,9,0x09
layer_0_output,6,20,6,0.000000,0,0x00
layer_0_output,6,20,7,0.010150,1,0x01
layer_0_output,6,21,0,0.140220,9,0x09
layer_0_output,6,21,1,0.017690,1,0x01
layer_0_output,6,21,2,0.031730,2,0x02
layer_0_output,6,21,3,0.027785,2,0x02
layer_0_output,6,21,4,0.136290,9,0x09
layer_0_output,6,21,5,0.143040,9,0x09
layer_0_output,6,21,6,0.000000,0,0x00
layer_0_output,6,21,7,0.009892,1,0x01
layer_0_output,6,22,0,0.144874,9,0x09
layer_0_output,6,22,1,0.017365,1,0x01
layer_0_output,6,22,2,0.031760,2,0x02
layer_0_output,6,22,3,0.027774,2,0x02
layer_0_output,6,22,4,0.141015,9,0x09
layer_0_output,6,22,5,0.148239,9,0x09
layer_0_output,6,22,6,0.000000,0,0x00
layer_0_output,6,22,7,0.009635,1,0x01
layer_0_output,6,23,0,0.149528,10,0x0A
layer_0_output,6,23,1,0.017040,1,0x01
layer_0_output,6,23,2,0.031789,2,0x02
layer_0_output,6,23,3,0.027764,2,0x02
layer_0_output,6,23,4,0.145739,9,0x09
layer_0_output,6,23,5,0.153438,10,0x0A
layer_0_output,6,23,6,0.000000,0,0x00
layer_0_output,6,23,7,0.009377,1,0x01
layer_0_output,6,24,0,0.154182,10,0x0A
layer_0_output,6,24,1,0.016715,1,0x01
layer_0_output,6,24,2,0.031819,2,0x02
layer_0_output,6,24,3,0.027754,2,0x02
layer_0_output,6,24,4,0.150464,10,0x0A
layer_0_output,6,24,5,0.158638,10,0x0A
layer_0_output,6,24,6,0.000000,0,0x00
layer_0_output,6,24,7,0.009119,1,0x01
layer_0_output,6,25,0,0.158836,10,0x0A
layer_0_output,6,25,1,0.016390,1,0x01
layer_0_output,6,25,2,0.031849,2,0x02
layer_0_output,6,25,3,0.027744,2,0x02
layer_0_output,6,25,4,0.155188,10,0x0A
layer_0_output,6,25,5,0.163837,10,0x0A
layer_0_output,6,25,6,0.000000,0,0x00
layer_0_output,6,25,7,0.008861,1,0x01
layer_0_output,7,0,0,0.047142,3,0x03
layer_0_output,7,0,1,0.024192,2,0x02
layer_0_output,7,0,2,0.031136,2,0x02
layer_0_output,7,0,3,0.027988,2,0x02
layer_0_output,7,0,4,0.041802,3,0x03
layer_0_output,7,0,5,0.039053,2,0x02
layer_0_output,7,0,6,0.003982,0,0x00
layer_0_output,7,0,7,0.015048,1,0x01
layer_0_output,7,1,0,0.051796,3,0x03
layer_0_output,7,1,1,0.023867,2,0x02
layer_0_output,7,1,2,0.031166,2,0x02
layer_0_output,7,1,3,0.027978,2,0x02
layer_0_output,7,1,4,0.046527,3,0x03
layer_0_output,7,1,5,0.044252,3,0x03
layer_0_output,7,1,6,0.003534,0,0x00
layer_0_output,7,1,7,0.014790,1,0x01
layer_0_output,7,2,0,0.056450,4,0x04
layer_0_output,7,2,1,0.023542,2,0x02
layer_0_output,7,2,2,0.031195,2,0x02
layer_0_output,7,2,3,0.027968,2,0x02
layer_0_output,7,2,4,0.051251,3,0x03
layer_0_output,7,2,5,0.049452,3,0x03
layer_0_output,7,2,6,0.003085,0,0x00
layer_0_output,7,2,7,0.014532,1,0x01
layer_0_output,7,3,0,0.061104,4,0x04
layer_0_output,7,3,1,0.023217,1,0x01
layer_0_output,7,3,2,0.031225,2,0x02
layer_0_output,7,3,3,0.027957,2,0x02
layer_0_output,7,3,4,0.055976,4,0x04
layer_0_output,7,3,5,0.054651,3,0x03
layer_0_output,7,3,6,0.002636,0,0x00
layer_0_output,7,3,7,0.014274,1,0x01
layer_0_output,7,4,0,0.065758,4,0x04
layer_0_output,7,4,1,0.022892,1,0x01
layer_0_output,7,4,2,0.031255,2,0x02
layer_0_output,7,4,3,0.027947,2,0x02
layer_0_output,7,4,4,0.060700,4,0x04
layer_0_output,7,4,5,0.059850,4,0x04
layer_0_output,7,4,6,0.002188,0,0x00
layer_0_output,7,4,7,0.014017,1,0x01
layer_0_output,7,5,0,0.070412,5,0x05
layer_0_output,7,5,1,0.022567,1,0x01
layer_0_output,7,5,2,0.031285,2,0x02
layer_0_output,7,5,3,0.027937,2,0x02
layer_0_output,7,5,4,0.065424,4,0x04
layer_0_output,7,5,5,0.065050,4,0x04
layer_0_output,7,5,6,0.001739,0,0x00
layer_0_output,7,5,7,0.013759,1,0x01
layer_0_output,7,6,0,0.075066,5,0x05
layer_0_output,7,6,1,0.022241,1,0x01
layer_0_output,7,6,2,0.031314,2,0x02
layer_0_output,7,6,3,0.027927,2,0x02
layer_0_output,7,6,4,0.070149,4,0x04
layer_0_output,7,6,5,0.070249,4,0x04
layer_0_output,7,6,6,0.001291,0,0x00
layer_0_output,7,6,7,0.013501,1,0x01
layer_0_output,7,7,0,0.079719,5,0x05
layer_0_output,7,7,1,0.021916,1,0x01
layer_0_output,7,7,2,0.031344,2,0x02
layer_0_output,7,7,3,0.027917,2,0x02
layer_0_output,7,7,4,0.074873,5,0x05
layer_0_output,7,7,5,0.075448,5,0x05
layer_0_output,7,7,6,0.000842,0,0x00
layer_0_output,7,7,7,0.013243,1,0x01
layer_0_output,7,8,0,0.084373,5,0x05
layer_0_output,7,8,1,0.021591,1,0x01
layer_0_output,7,8,2,0.031374,2,0x02
layer_0_output,7,8,3,0.027907,2,0x02
layer_0_output,7,8,4,0.079598,5,0x05
layer_0_output,7,8,5,0.080648,5,0x05
layer_0_output,7,8,6,0.000393,0,0x00
layer_0_output,7,8,7,0.012986,1,0x01
layer_0_output,7,9,0,0.089027,6,0x06
layer_0_output,7,9,1,0.021266,1,0x01
layer_0_output,7,9,2,0.031403,2,0x02
layer_0_output,7,9,3,0.027896,2,0x02
layer_0_output,7,9,4,0.084322,5,0x05
layer_0_output,7,9,5,0.085847,5,0x05
layer_0_output,7,9,6,0.000000,0,0x00
layer_0_output,7,9,7,0.012728,1,0x01
layer_0_output,7,10,0,0.093681,6,0x06
layer_0_output,7,10,1,0.020941,1,0x01
layer_0_output,7,10,2,0.031433,2,0x02
layer_0_output,7,10,3,0.027886,2,0x02
layer_0_output,7,10,4,0.089046,6,0x06
layer_0_output,7,10,5,0.091046,6,0x06
layer_0_output,7,10,6,0.000000,0,0x00
layer_0_output,7,10,7,0.012470,1,0x01
layer_0_output,7,11,0,0.098335,6,0x06
layer_0_output,7,11,1,0.020616,1,0x01
layer_0_output,7,11,2,0.031463,2,0x02
layer_0_output,7,11,3,0.027876,2,0x02
layer_0_output,7,11,4,0.093771,6,0x06
layer_0_output,7,11,5,0.096246,6,0x06
layer_0_output,7,11,6,0.000000,0,0x00
layer_0_output,7,11,7,0.012212,1,0x01
layer_0_output,7,12,0,0.102989,7,0x07
layer_0_output,7,12,1,0.020291,1,0x01
layer_0_output,7,12,2,0.031492,2,0x02
layer_0_output,7,12,3,0.027866,2,0x02
layer_0_output,7,12,4,0.098495,6,0x06
layer_0_output,7,12,5,0.101445,6,0x06
layer_0_output,7,12,6,0.000000,0,0x00
layer_0_output,7,12,7,0.011954,1,0x01
layer_0_output,7,13,0,0.107643,7,0x07
layer_0_output,7,13,1,0.019966,1,0x01
layer_0_output,7,13,2,0.031522,2,0x02
layer_0_output,7,13,3,0.027856,2,0x02
layer_0_output,7,13,4,0.103220,7,0x07
layer_0_output,7,13,5,0.106644,7,0x07
layer_0_output,7,13,6,0.000000,0,0x00
layer_0_output,7,13,7,0.011697,1,0x01
layer_0_output,7,14,0,0.112297,7,0x07
layer_0_output,7,14,1,0.019641,1,0x01
layer_0_output,7,14,2,0.031552,2,0x02
layer_0_output,7,14,3,0.027846,2,0x02
layer_0_output,7,14,4,0.107944,7,0x07
layer_0_output,7,14,5,0.111844,7,0x07
layer_0_output,7,14,6,0.000000,0,0x00
layer_0_output,7,14,7,0.011439,1,0x01
layer_0_output,7,15,0,0.116951,7,0x07
layer_0_output,7,15,1,0.019316,1,0x01
layer_0_output,7,15,2,0.031582,2,0x02
layer_0_output,7,15,3,0.027835,2,0x02
layer_0_output,7,15,4,0.112668,7,0x07
layer_0_output,7,15,5,0.117043,7,0x07
layer_0_output,7,15,6,0.000000,0,0x00
layer_0_output,7,15,7,0.011181,1,0x01
layer_0_output,7,16,0,0.121605,8,0x08
layer_0_output,7,16,1,0.018990,1,0x01
layer_0_output,7,16,2,0.031611,2,0x02
layer_0_output,7,16,3,0.027825,2,0x02
layer_0_output,7,16,4,0.117393,8,0x08
layer_0_output,7,16,5,0.122242,8,0x08
layer_0_output,7,16,6,0.000000,0,0x00
layer_0_output,7,16,7,0.010923,1,0x01
layer_0_output,7,17,0,0.126259,8,0x08
layer_0_output,7,17,1,0.018665,1,0x01
layer_0_output,7,17,2,0.031641,2,0x02
layer_0_output,7,17,3,0.027815,2,0x02
layer_0_output,7,17,4,0.122117,8,0x08
layer_0_output,7,17,5,0.127442,8,0x08
layer_0_output,7,17,6,0.000000,0,0x00
layer_0_output,7,17,7,0.010666,1,0x01
layer_0_output,7,18,0,0.130912,8,0x08
layer_0_output,7,18,1,0.018340,1,0x01
layer_0_output,7,18,2,0.031671,2,0x02
layer_0_output,7,18,3,0.027805,2,0x02
layer_0_output,7,18,4,0.126842,8,0x08
layer_0_output,7,18,5,0.132641,8,0x08
layer_0_output,7,18,6,0.000000,0,0x00
layer_0_output,7,18,7,0.010408,1,0x01
layer_0_output,7,19,0,0.135566,9,0x09
layer_0_output,7,19,1,0.018015,1,0x01
layer_0_output,7,19,2,0.031700,2,0x02
layer_0_output,7,19,3,0.027795,2,0x02
layer_0_output,7,19,4,0.131566,8,0x08
layer_0_output,7,19,5,0.137840,9,0x09
layer_0_output,7,19,6,0.000000,0,0x00
layer_0_output,7,19,7,0.010150,1,0x01
layer_0_output,7,20,0,0.140220,9,0x09
layer_0_output,7,20,1,0.017690,1,0x01
layer_0_output,7,20,2,0.031730,2,0x02
layer_0_output,7,20,3,0.027785,2,0x02
layer_0_output,7,20,4,0.136290,9,0x09
layer_0_output,7,20,5,0.143040,9,0x09
layer_0_output,7,20,6,0.000000,0,0x00
layer_0_output,7,20,7,0.009892,1,0x01
layer_0_output,7,21,0,0.144874,9,0x09
layer_0_output,7,21,1,0.017365,1,0x01
layer_0_output,7,21,2,0.031760,2,0x02
layer_0_output,7,21,3,0.027774,2,0x02
layer_0_output,7,21,4,0.141015,9,0x09
layer_0_output,7,21,5,0.148239,9,0x09
layer_0_output,7,21,6,0.000000,0,0x00
layer_0_output,7,21,7,0.009635,1,0x01
layer_0_output,7,22,0,0.149528,10,0x0A
layer_0_output,7,22,1,0.017040,1,0x01
layer_0_output,7,22,2,0.031789,2,0x02
layer_0_output,7,22,3,0.027764,2,0x02
layer_0_output,7,22,4,0.145739,9,0x09
layer_0_output,7,22,5,0.153438,10,0x0A
layer_0_output,7,22,6,0.000000,0,0x00
layer_0_output,7,22,7,0.009377,1,0x01
layer_0_output,7,23,0,0.154182,10,0x0A
layer_0_output,7,23,1,0.016715,1,0x01
layer_0_output,7,23,2,0.031819,2,0x02
layer_0_output,7,23,3,0.027754,2,0x02
layer_0_output,7,23,4,0.150464,10,0x0A
layer_0_output,7,23,5,0.158638,10,0x0A
layer_0_output,7,23,6,0.000000,0,0x00
layer_0_output,7,23,7,0.009119,1,0x01
layer_0_output,7,24,0,0.158836,10,0x0A
layer_0_output,7,24,1,0.016390,1,0x01
layer_0_output,7,24,2,0.031849,2,0x02
layer_0_output,7,24,3,0.027744,2,0x02
layer_0_output,7,24,4,0.155188,10,0x0A
layer_0_output,7,24,5,0.163837,10,0x0A
layer_0_output,7,24,6,0.000000,0,0x00
layer_0_output,7,24,7,0.008861,1,0x01
layer_0_output,7,25,0,0.163490,10,0x0A
layer_0_output,7,25,1,0.016065,1,0x01
layer_0_output,7,25,2,0.031879,2,0x02
layer_0_output,7,25,3,0.027734,2,0x02
layer_0_output,7,25,4,0.159912,10,0x0A
layer_0_output,7,25,5,0.169036,11,0x0B
layer_0_output,7,25,6,0.000000,0,0x00
layer_0_output,7,25,7,0.008604,1,0x01
layer_0_output,8,0,0,0.051796,3,0x03
layer_0_output,8,0,1,0.023867,2,0x02
layer_0_output,8,0,2,0.031166,2,0x02
layer_0_output,8,0,3,0.027978,2,0x02
layer_0_output,8,0,4,0.046527,3,0x03
layer_0_output,8,0,5,0.044252,3,0x03
layer_0_output,8,0,6,0.003534,0,0x00
layer_0_output,8,0,7,0.014790,1,0x01
layer_0_output,8,1,0,0.056450,4,0x04
layer_0_output,8,1,1,0.023542,2,0x02
layer_0_output,8,1,2,0.031195,2,0x02
layer_0_output,8,1,3,0.027968,2,0x02
layer_0_output,8,1,4,0.051251,3,0x03
layer_0_output,8,1,5,0.049452,3,0x03
layer_0_output,8,1,6,0.003085,0,0x00
layer_0_output,8,1,7,0.014532,1,0x01
layer_0_output,8,2,0,0.061104,4,0x04
layer_0_output,8,2,1,0.023217,1,0x01
layer_0_output,8,2,2,0.031225,2,0x02
layer_0_output,8,2,3,0.027957,2,0x02
layer_0_output,8,2,4,0.055976,4,0x04
layer_0_output,8,2,5,0.054651,3,0x03
layer_0_output,8,2,6,0.002636,0,0x00
layer_0_output,8,2,7,0.014274,1,0x01
layer_0_output,8,3,0,0.065758,4,0x04
layer_0_output,8,3,1,0.022892,1,0x01
layer_0_output,8,3,2,0.031255,2,0x02
layer_0_output,8,3,3,0.027947,2,0x02
layer_0_output,8,3,4,0.060700,4,0x04
layer_0_output,8,3,5,0.059850,4,0x04
layer_0_output,8,3,6,0.002188,0,0x00
layer_0_output,8,3,7,0.014017,1,0x01
layer_0_output,8,4,0,0.070412,5,0x05
layer_0_output,8,4,1,0.022567,1,0x01
layer_0_output,8,4,2,0.031285,2,0x02
layer_0_output,8,4,3,0.027937,2,0x02
layer_0_output,8,4,4,0.065424,4,0x04
layer_0_output,8,4,5,0.065050,4,0x04
layer_0_output,8,4,6,0.001739,0,0x00
layer_0_output,8,4,7,0.013759,1,0x01
layer_0_output,8,5,0,0.075066,5,0x05
layer_0_output,8,5,1,0.022241,1,0x01
layer_0_output,8,5,2,0.031314,2,0x02
layer_0_output,8,5,3,0.027927,2,0x02
layer_0_output,8,5,4,0.070149,4,0x04
layer_0_output,8,5,5,0.070249,4,0x04
layer_0_output,8,5,6,0.001291,0,0x00
layer_0_output,8,5,7,0.013501,1,0x01
layer_0_output,8,6,0,0.079719,5,0x05
layer_0_output,8,6,1,0.021916,1,0x01
layer_0_output,8,6,2,0.031344,2,0x02
layer_0_output,8,6,3,0.027917,2,0x02
layer_0_output,8,6,4,0.074873,5,0x05
layer_0_output,8,6,5,0.075448,5,0x05
layer_0_output,8,6,6,0.000842,0,0x00
layer_0_output,8,6,7,0.013243,1,0x01
layer_0_output,8,7,0,0.084373,5,0x05
layer_0_output,8,7,1,0.021591,1,0x01
layer_0_output,8,7,2,0.031374,2,0x02
layer_0_output,8,7,3,0.027907,2,0x02
layer_0_output,8,7,4,0.079598,5,0x05
layer_0_output,8,7,5,0.080648,5,0x05
layer_0_output,8,7,6,0.000393,0,0x00
layer_0_output,8,7,7,0.012986,1,0x01
layer_0_output,8,8,0,0.089027,6,0x06
layer_0_output,8,8,1,0.021266,1,0x01
layer_0_output,8,8,2,0.031403,2,0x02
layer_0_output,8,8,3,0.027896,2,0x02
layer_0_output,8,8,4,0.084322,5,0x05
layer_0_output,8,8,5,0.085847,5,0x05
layer_0_output,8,8,6,0.000000,0,0x00
layer_0_output,8,8,7,0.012728,1,0x01
layer_0_output,8,9,0,0.093681,6,0x06
layer_0_output,8,9,1,0.020941,1,0x01
layer_0_output,8,9,2,0.031433,2,0x02
layer_0_output,8,9,3,0.027886,2,0x02
layer_0_output,8,9,4,0.089046,6,0x06
layer_0_output,8,9,5,0.091046,6,0x06
layer_0_output,8,9,6,0.000000,0,0x00
layer_0_output,8,9,7,0.012470,1,0x01
layer_0_output,8,10,0,0.098335,6,0x06
layer_0_output,8,10,1,0.020616,1,0x01
layer_0_output,8,10,2,0.031463,2,0x02
layer_0_output,8,10,3,0.027876,2,0x02
layer_0_output,8,10,4,0.093771,6,0x06
layer_0_output,8,10,5,0.096246,6,0x06
layer_0_output,8,10,6,0.000000,0,0x00
layer_0_output,8,10,7,0.012212,1,0x01
layer_0_output,8,11,0,0.102989,7,0x07
layer_0_output,8,11,1,0.020291,1,0x01
layer_0_output,8,11,2,0.031492,2,0x02
layer_0_output,8,11,3,0.027866,2,0x02
layer_0_output,8,11,4,0.098495,6,0x06
layer_0_output,8,11,5,0.101445,6,0x06
layer_0_output,8,11,6,0.000000,0,0x00
layer_0_output,8,11,7,0.011954,1,0x01
layer_0_output,8,12,0,0.107643,7,0x07
layer_0_output,8,12,1,0.019966,1,0x01
layer_0_output,8,12,2,0.031522,2,0x02
layer_0_output,8,12,3,0.027856,2,0x02
layer_0_output,8,12,4,0.103220,7,0x07
layer_0_output,8,12,5,0.106644,7,0x07
layer_0_output,8,12,6,0.000000,0,0x00
layer_0_output,8,12,7,0.011697,1,0x01
layer_0_output,8,13,0,0.112297,7,0x07
layer_0_output,8,13,1,0.019641,1,0x01
layer_0_output,8,13,2,0.031552,2,0x02
layer_0_output,8,13,3,0.027846,2,0x02
layer_0_output,8,13,4,0.107944,7,0x07
layer_0_output,8,13,5,0.111844,7,0x07
layer_0_output,8,13,6,0.000000,0,0x00
layer_0_output,8,13,7,0.011439,1,0x01
layer_0_output,8,14,0,0.116951,7,0x07
layer_0_output,8,14,1,0.019316,1,0x01
layer_0_output,8,14,2,0.031582,2,0x02
layer_0_output,8,14,3,0.027835,2,0x02
layer_0_output,8,14,4,0.112668,7,0x07
layer_0_output,8,14,5,0.117043,7,0x07
layer_0_output,8,14,6,0.000000,0,0x00
layer_0_output,8,14,7,0.011181,1,0x01
layer_0_output,8,15,0,0.121605,8,0x08
layer_0_output,8,15,1,0.018990,1,0x01
layer_0_output,8,15,2,0.031611,2,0x02
layer_0_output,8,15,3,0.027825,2,0x02
layer_0_output,8,15,4,0.117393,8,0x08
layer_0_output,8,15,5,0.122242,8,0x08
layer_0_output,8,15,6,0.000000,0,0x00
layer_0_output,8,15,7,0.010923,1,0x01
layer_0_output,8,16,0,0.126259,8,0x08
layer_0_output,8,16,1,0.018665,1,0x01
layer_0_output,8,16,2,0.031641,2,0x02
layer_0_output,8,16,3,0.027815,2,0x02
layer_0_output,8,16,4,0.122117,8,0x08
layer_0_output,8,16,5,0.127442,8,0x08
layer_0_output,8,16,6,0.000000,0,0x00
layer_0_output,8,16,7,0.010666,1,0x01
layer_0_output,8,17,0,0.130912,8,0x08
layer_0_output,8,17,1,0.018340,1,0x01
layer_0_output,8,17,2,0.031671,2,0x02
layer_0_output,8,17,3,0.027805,2,0x02
layer_0_output,8,17,4,0.126842,8,0x08
layer_0_output,8,17,5,0.132641,8,0x08
layer_0_output,8,17,6,0.000000,0,0x00
layer_0_output,8,17,7,0.010408,1,0x01
layer_0_output,8,18,0,0.135566,9,0x09
layer_0_output,8,18,1,0.018015,1,0x01
layer_0_output,8,18,2,0.031700,2,0x02
layer_0_output,8,18,3,0.027795,2,0x02
layer_0_output,8,18,4,0.131566,8,0x08
layer_0_output,8,18,5,0.137840,9,0x09
layer_0_output,8,18,6,0.000000,0,0x00
layer_0_output,8,18,7,0.010150,1,0x01
layer_0_output,8,19,0,0.140220,9,0x09
layer_0_output,8,19,1,0.017690,1,0x01
layer_0_output,8,19,2,0.031730,2,0x02
layer_0_output,8,19,3,0.027785,2,0x02
layer_0_output,8,19,4,0.136290,9,0x09
layer_0_output,8,19,5,0.143040,9,0x09
layer_0_output,8,19,6,0.000000,0,0x00
layer_0_output,8,19,7,0.009892,1,0x01
layer_0_output,8,20,0,0.144874,9,0x09
layer_0_output,8,20,1,0.017365,1,0x01
layer_0_output,8,20,2,0.031760,2,0x02
layer_0_output,8,20,3,0.027774,2,0x02
layer_0_output,8,20,4,0.141015,9,0x09
layer_0_output,8,20,5,0.148239,9,0x09
layer_0_output,8,20,6,0.000000,0,0x00
layer_0_output,8,20,7,0.009635,1,0x01
layer_0_output,8,21,0,0.149528,10,0x0A
layer_0_output,8,21,1,0.017040,1,0x01
layer_0_output,8,21,2,0.031789,2,0x02
layer_0_output,8,21,3,0.027764,2,0x02
layer_0_output,8,21,4,0.145739,9,0x09
layer_0_output,8,21,5,0.153438,10,0x0A
layer_0_output,8,21,6,0.000000,0,0x00
layer_0_output,8,21,7,0.009377,1,0x01
layer_0_output,8,22,0,0.154182,10,0x0A
layer_0_output,8,22,1,0.016715,1,0x01
layer_0_output,8,22,2,0.031819,2,0x02
layer_0_output,8,22,3,0.027754,2,0x02
layer_0_output,8,22,4,0.150464,10,0x0A
layer_0_output,8,22,5,0.158638,10,0x0A
layer_0_output,8,22,6,0.000000,0,0x00
layer_0_output,8,22,7,0.009119,1,0x01
layer_0_output,8,23,0,0.158836,10,0x0A
layer_0_output,8,23,1,0.016390,1,0x01
layer_0_output,8,23,2,0.031849,2,0x02
layer_0_output,8,23,3,0.027744,2,0x02
layer_0_output,8,23,4,0.155188,10,0x0A
layer_0_output,8,23,5,0.163837,10,0x0A
layer_0_output,8,23,6,0.000000,0,0x00
layer_0_output,8,23,7,0.008861,1,0x01
layer_0_output,8,24,0,0.163490,10,0x0A
layer_0_output,8,24,1,0.016065,1,0x01
layer_0_output,8,24,2,0.031879,2,0x02
layer_0_output,8,24,3,0.027734,2,0x02
layer_0_output,8,24,4,0.159912,10,0x0A
layer_0_output,8,24,5,0.169036,11,0x0B
layer_0_output,8,24,6,0.000000,0,0x00
layer_0_output,8,24,7,0.008604,1,0x01
layer_0_output,8,25,0,0.168144,11,0x0B
layer_0_output,8,25,1,0.015739,1,0x01
layer_0_output,8,25,2,0.031908,2,0x02
layer_0_output,8,25,3,0.027724,2,0x02
layer_0_output,8,25,4,0.164637,11,0x0B
layer_0_output,8,25,5,0.174236,11,0x0B
layer_0_output,8,25,6,0.000000,0,0x00
layer_0_output,8,25,7,0.008346,1,0x01
layer_0_output,9,0,0,0.056450,4,0x04
layer_0_output,9,0,1,0.023542,2,0x02
layer_0_output,9,0,2,0.031195,2,0x02
layer_0_output,9,0,3,0.027968,2,0x02
layer_0_output,9,0,4,0.051251,3,0x03
layer_0_output,9,0,5,0.049452,3,0x03
layer_0_output,9,0,6,0.003085,0,0x00
layer_0_output,9,0,7,0.014532,1,0x01
layer_0_output,9,1,0,0.061104,4,0x04
layer_0_output,9,1,1,0.023217,1,0x01
layer_0_output,9,1,2,0.031225,2,0x02
layer_0_output,9,1,3,0.027957,2,0x02
layer_0_output,9,1,4,0.055976,4,0x04
layer_0_output,9,1,5,0.054651,3,0x03
layer_0_output,9,1,6,0.002636,0,0x00
layer_0_output,9,1,7,0.014274,1,0x01
layer_0_output,9,2,0,0.065758,4,0x04
layer_0_output,9,2,1,0.022892,1,0x01
layer_0_output,9,2,2,0.031255,2,0x02
layer_0_output,9,2,3,0.027947,2,0x02
layer_0_output,9,2,4,0.060700,4,0x04
layer_0_output,9,2,5,0.059850,4,0x04
layer_0_output,9,2,6,0.002188,0,0x00
layer_0_output,9,2,7,0.014017,1,0x01
layer_0_output,9,3,0,0.070412,5,0x05
layer_0_output,9,3,1,0.022567,1,0x01
layer_0_output,9,3,2,0.031285,2,0x02
layer_0_output,9,3,3,0.027937,2,0x02
layer_0_output,9,3,4,0.065424,4,0x04
layer_0_output,9,3,5,0.065050,4,0x04
layer_0_output,9,3,6,0.001739,0,0x00
layer_0_output,9,3,7,0.013759,1,0x01
layer_0_output,9,4,0,0.075066,5,0x05
layer_0_output,9,4,1,0.022241,1,0x01
layer_0_output,9,4,2,0.031314,2,0x02
layer_0_output,9,4,3,0.027927,2,0x02
layer_0_output,9,4,4,0.070149,4,0x04
layer_0_output,9,4,5,0.070249,4,0x04
layer_0_output,9,4,6,0.001291,0,0x00
layer_0_output,9,4,7,0.013501,1,0x01
layer_0_output,9,5,0,0.079719,5,0x05
layer_0_output,9,5,1,0.021916,1,0x01
layer_0_output,9,5,2,0.031344,2,0x02
layer_0_output,9,5,3,0.027917,2,0x02
layer_0_output,9,5,4,0.074873,5,0x05
layer_0_output,9,5,5,0.075448,5,0x05
layer_0_output,9,5,6,0.000842,0,0x00
