# layer,row,col,filter,float_value,q1.6_int,q1.6_hex
layer_0_output,18,10,4,0.141015,9,0x09
layer_0_output,18,10,5,0.148239,9,0x09
layer_0_output,18,10,6,0.000000,0,0x00
layer_0_output,18,10,7,0.009635,1,0x01
layer_0_output,18,11,0,0.149528,10,0x0A
layer_0_output,18,11,1,0.017040,1,0x01
layer_0_output,18,11,2,0.031789,2,0x02
layer_0_output,18,11,3,0.027764,2,0x02
layer_0_output,18,11,4,0.145739,9,0x09
layer_0_output,18,11,5,0.153438,10,0x0A
layer_0_output,18,11,6,0.000000,0,0x00
layer_0_output,18,11,7,0.009377,1,0x01
layer_0_output,18,12,0,0.154182,10,0x0A
layer_0_output,18,12,1,0.016715,1,0x01
layer_0_output,18,12,2,0.031819,2,0x02
layer_0_output,18,12,3,0.027754,2,0x02
layer_0_output,18,12,4,0.150464,10,0x0A
layer_0_output,18,12,5,0.158638,10,0x0A
layer_0_output,18,12,6,0.000000,0,0x00
layer_0_output,18,12,7,0.009119,1,0x01
layer_0_output,18,13,0,0.158836,10,0x0A
layer_0_output,18,13,1,0.016390,1,0x01
layer_0_output,18,13,2,0.031849,2,0x02
layer_0_output,18,13,3,0.027744,2,0x02
layer_0_output,18,13,4,0.155188,10,0x0A
layer_0_output,18,13,5,0.163837,10,0x0A
layer_0_output,18,13,6,0.000000,0,0x00
layer_0_output,18,13,7,0.008861,1,0x01
layer_0_output,18,14,0,0.163490,10,0x0A
layer_0_output,18,14,1,0.016065,1,0x01
layer_0_output,18,14,2,0.031879,2,0x02
layer_0_output,18,14,3,0.027734,2,0x02
layer_0_output,18,14,4,0.159912,10,0x0A
layer_0_output,18,14,5,0.169036,11,0x0B
layer_0_output,18,14,6,0.000000,0,0x00
layer_0_output,18,14,7,0.008604,1,0x01
layer_0_output,18,15,0,0.168144,11,0x0B
layer_0_output,18,15,1,0.015739,1,0x01
layer_0_output,18,15,2,0.031908,2,0x02
layer_0_output,18,15,3,0.027724,2,0x02
layer_0_output,18,15,4,0.164637,11,0x0B
layer_0_output,18,15,5,0.174236,11,0x0B
layer_0_output,18,15,6,0.000000,0,0x00
layer_0_output,18,15,7,0.008346,1,0x01
layer_0_output,18,16,0,0.172798,11,0x0B
layer_0_output,18,16,1,0.015414,1,0x01
layer_0_output,18,16,2,0.031938,2,0x02
layer_0_output,18,16,3,0.027713,2,0x02
layer_0_output,18,16,4,0.169361,11,0x0B
layer_0_output,18,16,5,0.179435,11,0x0B
layer_0_output,18,16,6,0.000000,0,0x00
layer_0_output,18,16,7,0.008088,1,0x01
layer_0_output,18,17,0,0.177452,11,0x0B
layer_0_output,18,17,1,0.015089,1,0x01
layer_0_output,18,17,2,0.031968,2,0x02
layer_0_output,18,17,3,0.027703,2,0x02
layer_0_output,18,17,4,0.174086,11,0x0B
layer_0_output,18,17,5,0.184634,12,0x0C
layer_0_output,18,17,6,0.000000,0,0x00
layer_0_output,18,17,7,0.007830,1,0x01
layer_0_output,18,18,0,0.182105,12,0x0C
layer_0_output,18,18,1,0.014764,1,0x01
layer_0_output,18,18,2,0.031997,2,0x02
layer_0_output,18,18,3,0.027693,2,0x02
layer_0_output,18,18,4,0.178810,11,0x0B
layer_0_output,18,18,5,0.189834,12,0x0C
layer_0_output,18,18,6,0.000000,0,0x00
layer_0_output,18,18,7,0.007572,0,0x00
layer_0_output,18,19,0,0.186759,12,0x0C
layer_0_output,18,19,1,0.014439,1,0x01
layer_0_output,18,19,2,0.032027,2,0x02
layer_0_output,18,19,3,0.027683,2,0x02
layer_0_output,18,19,4,0.183534,12,0x0C
layer_0_output,18,19,5,0.195033,12,0x0C
layer_0_output,18,19,6,0.000000,0,0x00
layer_0_output,18,19,7,0.007315,0,0x00
layer_0_output,18,20,0,0.191413,12,0x0C
layer_0_output,18,20,1,0.014114,1,0x01
layer_0_output,18,20,2,0.032057,2,0x02
layer_0_output,18,20,3,0.027673,2,0x02
layer_0_output,18,20,4,0.188259,12,0x0C
layer_0_output,18,20,5,0.200233,13,0x0D
layer_0_output,18,20,6,0.000000,0,0x00
layer_0_output,18,20,7,0.007057,0,0x00
layer_0_output,18,21,0,0.196067,13,0x0D
layer_0_output,18,21,1,0.013789,1,0x01
layer_0_output,18,21,2,0.032087,2,0x02
layer_0_output,18,21,3,0.027663,2,0x02
layer_0_output,18,21,4,0.192983,12,0x0C
layer_0_output,18,21,5,0.205432,13,0x0D
layer_0_output,18,21,6,0.000000,0,0x00
layer_0_output,18,21,7,0.006799,0,0x00
layer_0_output,18,22,0,0.200721,13,0x0D
layer_0_output,18,22,1,0.013464,1,0x01
layer_0_output,18,22,2,0.032116,2,0x02
layer_0_output,18,22,3,0.027652,2,0x02
layer_0_output,18,22,4,0.197708,13,0x0D
layer_0_output,18,22,5,0.210631,13,0x0D
layer_0_output,18,22,6,0.000000,0,0x00
layer_0_output,18,22,7,0.006541,0,0x00
layer_0_output,18,23,0,0.205375,13,0x0D
layer_0_output,18,23,1,0.013139,1,0x01
layer_0_output,18,23,2,0.032146,2,0x02
layer_0_output,18,23,3,0.027642,2,0x02
layer_0_output,18,23,4,0.202432,13,0x0D
layer_0_output,18,23,5,0.215831,14,0x0E
layer_0_output,18,23,6,0.000000,0,0x00
layer_0_output,18,23,7,0.006284,0,0x00
layer_0_output,18,24,0,0.210029,13,0x0D
layer_0_output,18,24,1,0.012813,1,0x01
layer_0_output,18,24,2,0.032176,2,0x02
layer_0_output,18,24,3,0.027632,2,0x02
layer_0_output,18,24,4,0.207156,13,0x0D
layer_0_output,18,24,5,0.221030,14,0x0E
layer_0_output,18,24,6,0.000000,0,0x00
layer_0_output,18,24,7,0.006026,0,0x00
layer_0_output,18,25,0,0.214683,14,0x0E
layer_0_output,18,25,1,0.012488,1,0x01
layer_0_output,18,25,2,0.032205,2,0x02
layer_0_output,18,25,3,0.027622,2,0x02
layer_0_output,18,25,4,0.211881,14,0x0E
layer_0_output,18,25,5,0.226229,14,0x0E
layer_0_output,18,25,6,0.000000,0,0x00
layer_0_output,18,25,7,0.005768,0,0x00
layer_0_output,19,0,0,0.102989,7,0x07
layer_0_output,19,0,1,0.020291,1,0x01
layer_0_output,19,0,2,0.031492,2,0x02
layer_0_output,19,0,3,0.027866,2,0x02
layer_0_output,19,0,4,0.098495,6,0x06
layer_0_output,19,0,5,0.101445,6,0x06
layer_0_output,19,0,6,0.000000,0,0x00
layer_0_output,19,0,7,0.011954,1,0x01
layer_0_output,19,1,0,0.107643,7,0x07
layer_0_output,19,1,1,0.019966,1,0x01
layer_0_output,19,1,2,0.031522,2,0x02
layer_0_output,19,1,3,0.027856,2,0x02
layer_0_output,19,1,4,0.103220,7,0x07
layer_0_output,19,1,5,0.106644,7,0x07
layer_0_output,19,1,6,0.000000,0,0x00
layer_0_output,19,1,7,0.011697,1,0x01
layer_0_output,19,2,0,0.112297,7,0x07
layer_0_output,19,2,1,0.019641,1,0x01
layer_0_output,19,2,2,0.031552,2,0x02
layer_0_output,19,2,3,0.027846,2,0x02
layer_0_output,19,2,4,0.107944,7,0x07
layer_0_output,19,2,5,0.111844,7,0x07
layer_0_output,19,2,6,0.000000,0,0x00
layer_0_output,19,2,7,0.011439,1,0x01
layer_0_output,19,3,0,0.116951,7,0x07
layer_0_output,19,3,1,0.019316,1,0x01
layer_0_output,19,3,2,0.031582,2,0x02
layer_0_output,19,3,3,0.027835,2,0x02
layer_0_output,19,3,4,0.112668,7,0x07
layer_0_output,19,3,5,0.117043,7,0x07
layer_0_output,19,3,6,0.000000,0,0x00
layer_0_output,19,3,7,0.011181,1,0x01
layer_0_output,19,4,0,0.121605,8,0x08
layer_0_output,19,4,1,0.018990,1,0x01
layer_0_output,19,4,2,0.031611,2,0x02
layer_0_output,19,4,3,0.027825,2,0x02
layer_0_output,19,4,4,0.117393,8,0x08
layer_0_output,19,4,5,0.122242,8,0x08
layer_0_output,19,4,6,0.000000,0,0x00
layer_0_output,19,4,7,0.010923,1,0x01
layer_0_output,19,5,0,0.126259,8,0x08
layer_0_output,19,5,1,0.018665,1,0x01
layer_0_output,19,5,2,0.031641,2,0x02
layer_0_output,19,5,3,0.027815,2,0x02
layer_0_output,19,5,4,0.122117,8,0x08
layer_0_output,19,5,5,0.127442,8,0x08
layer_0_output,19,5,6,0.000000,0,0x00
layer_0_output,19,5,7,0.010666,1,0x01
layer_0_output,19,6,0,0.130912,8,0x08
layer_0_output,19,6,1,0.018340,1,0x01
layer_0_output,19,6,2,0.031671,2,0x02
layer_0_output,19,6,3,0.027805,2,0x02
layer_0_output,19,6,4,0.126842,8,0x08
layer_0_output,19,6,5,0.132641,8,0x08
layer_0_output,19,6,6,0.000000,0,0x00
layer_0_output,19,6,7,0.010408,1,0x01
layer_0_output,19,7,0,0.135566,9,0x09
layer_0_output,19,7,1,0.018015,1,0x01
layer_0_output,19,7,2,0.031700,2,0x02
layer_0_output,19,7,3,0.027795,2,0x02
layer_0_output,19,7,4,0.131566,8,0x08
layer_0_output,19,7,5,0.137840,9,0x09
layer_0_output,19,7,6,0.000000,0,0x00
layer_0_output,19,7,7,0.010150,1,0x01
layer_0_output,19,8,0,0.140220,9,0x09
layer_0_output,19,8,1,0.017690,1,0x01
layer_0_output,19,8,2,0.031730,2,0x02
layer_0_output,19,8,3,0.027785,2,0x02
layer_0_output,19,8,4,0.136290,9,0x09
layer_0_output,19,8,5,0.143040,9,0x09
layer_0_output,19,8,6,0.000000,0,0x00
layer_0_output,19,8,7,0.009892,1,0x01
layer_0_output,19,9,0,0.144874,9,0x09
layer_0_output,19,9,1,0.017365,1,0x01
layer_0_output,19,9,2,0.031760,2,0x02
layer_0_output,19,9,3,0.027774,2,0x02
layer_0_output,19,9,4,0.141015,9,0x09
layer_0_output,19,9,5,0.148239,9,0x09
layer_0_output,19,9,6,0.000000,0,0x00
layer_0_output,19,9,7,0.009635,1,0x01
layer_0_output,19,10,0,0.149528,10,0x0A
layer_0_output,19,10,1,0.017040,1,0x01
layer_0_output,19,10,2,0.031789,2,0x02
layer_0_output,19,10,3,0.027764,2,0x02
layer_0_output,19,10,4,0.145739,9,0x09
layer_0_output,19,10,5,0.153438,10,0x0A
layer_0_output,19,10,6,0.000000,0,0x00
layer_0_output,19,10,7,0.009377,1,0x01
layer_0_output,19,11,0,0.154182,10,0x0A
layer_0_output,19,11,1,0.016715,1,0x01
layer_0_output,19,11,2,0.031819,2,0x02
layer_0_output,19,11,3,0.027754,2,0x02
layer_0_output,19,11,4,0.150464,10,0x0A
layer_0_output,19,11,5,0.158638,10,0x0A
layer_0_output,19,11,6,0.000000,0,0x00
layer_0_output,19,11,7,0.009119,1,0x01
layer_0_output,19,12,0,0.158836,10,0x0A
layer_0_output,19,12,1,0.016390,1,0x01
layer_0_output,19,12,2,0.031849,2,0x02
layer_0_output,19,12,3,0.027744,2,0x02
layer_0_output,19,12,4,0.155188,10,0x0A
layer_0_output,19,12,5,0.163837,10,0x0A
layer_0_output,19,12,6,0.000000,0,0x00
layer_0_output,19,12,7,0.008861,1,0x01
layer_0_output,19,13,0,0.163490,10,0x0A
layer_0_output,19,13,1,0.016065,1,0x01
layer_0_output,19,13,2,0.031879,2,0x02
layer_0_output,19,13,3,0.027734,2,0x02
layer_0_output,19,13,4,0.159912,10,0x0A
layer_0_output,19,13,5,0.169036,11,0x0B
layer_0_output,19,13,6,0.000000,0,0x00
layer_0_output,19,13,7,0.008604,1,0x01
layer_0_output,19,14,0,0.168144,11,0x0B
layer_0_output,19,14,1,0.015739,1,0x01
layer_0_output,19,14,2,0.031908,2,0x02
layer_0_output,19,14,3,0.027724,2,0x02
layer_0_output,19,14,4,0.164637,11,0x0B
layer_0_output,19,14,5,0.174236,11,0x0B
layer_0_output,19,14,6,0.000000,0,0x00
layer_0_output,19,14,7,0.008346,1,0x01
layer_0_output,19,15,0,0.172798,11,0x0B
layer_0_output,19,15,1,0.015414,1,0x01
layer_0_output,19,15,2,0.031938,2,0x02
layer_0_output,19,15,3,0.027713,2,0x02
layer_0_output,19,15,4,0.169361,11,0x0B
layer_0_output,19,15,5,0.179435,11,0x0B
layer_0_output,19,15,6,0.000000,0,0x00
layer_0_output,19,15,7,0.008088,1,0x01
layer_0_output,19,16,0,0.177452,11,0x0B
layer_0_output,19,16,1,0.015089,1,0x01
layer_0_output,19,16,2,0.031968,2,0x02
layer_0_output,19,16,3,0.027703,2,0x02
layer_0_output,19,16,4,0.174086,11,0x0B
layer_0_output,19,16,5,0.184634,12,0x0C
layer_0_output,19,16,6,0.000000,0,0x00
layer_0_output,19,16,7,0.007830,1,0x01
layer_0_output,19,17,0,0.182105,12,0x0C
layer_0_output,19,17,1,0.014764,1,0x01
layer_0_output,19,17,2,0.031997,2,0x02
layer_0_output,19,17,3,0.027693,2,0x02
layer_0_output,19,17,4,0.178810,11,0x0B
layer_0_output,19,17,5,0.189834,12,0x0C
layer_0_output,19,17,6,0.000000,0,0x00
layer_0_output,19,17,7,0.007572,0,0x00
layer_0_output,19,18,0,0.186759,12,0x0C
layer_0_output,19,18,1,0.014439,1,0x01
layer_0_output,19,18,2,0.032027,2,0x02
layer_0_output,19,18,3,0.027683,2,0x02
layer_0_output,19,18,4,0.183534,12,0x0C
layer_0_output,19,18,5,0.195033,12,0x0C
layer_0_output,19,18,6,0.000000,0,0x00
layer_0_output,19,18,7,0.007315,0,0x00
layer_0_output,19,19,0,0.191413,12,0x0C
layer_0_output,19,19,1,0.014114,1,0x01
layer_0_output,19,19,2,0.032057,2,0x02
layer_0_output,19,19,3,0.027673,2,0x02
layer_0_output,19,19,4,0.188259,12,0x0C
layer_0_output,19,19,5,0.200233,13,0x0D
layer_0_output,19,19,6,0.000000,0,0x00
layer_0_output,19,19,7,0.007057,0,0x00
layer_0_output,19,20,0,0.196067,13,0x0D
layer_0_output,19,20,1,0.013789,1,0x01
layer_0_output,19,20,2,0.032087,2,0x02
layer_0_output,19,20,3,0.027663,2,0x02
layer_0_output,19,20,4,0.192983,12,0x0C
layer_0_output,19,20,5,0.205432,13,0x0D
layer_0_output,19,20,6,0.000000,0,0x00
layer_0_output,19,20,7,0.006799,0,0x00
layer_0_output,19,21,0,0.200721,13,0x0D
layer_0_output,19,21,1,0.013464,1,0x01
layer_0_output,19,21,2,0.032116,2,0x02
layer_0_output,19,21,3,0.027652,2,0x02
layer_0_output,19,21,4,0.197708,13,0x0D
layer_0_output,19,21,5,0.210631,13,0x0D
layer_0_output,19,21,6,0.000000,0,0x00
layer_0_output,19,21,7,0.006541,0,0x00
layer_0_output,19,22,0,0.205375,13,0x0D
layer_0_output,19,22,1,0.013139,1,0x01
layer_0_output,19,22,2,0.032146,2,0x02
layer_0_output,19,22,3,0.027642,2,0x02
layer_0_output,19,22,4,0.202432,13,0x0D
layer_0_output,19,22,5,0.215831,14,0x0E
layer_0_output,19,22,6,0.000000,0,0x00
layer_0_output,19,22,7,0.006284,0,0x00
layer_0_output,19,23,0,0.210029,13,0x0D
layer_0_output,19,23,1,0.012813,1,0x01
layer_0_output,19,23,2,0.032176,2,0x02
layer_0_output,19,23,3,0.027632,2,0x02
layer_0_output,19,23,4,0.207156,13,0x0D
layer_0_output,19,23,5,0.221030,14,0x0E
layer_0_output,19,23,6,0.000000,0,0x00
layer_0_output,19,23,7,0.006026,0,0x00
layer_0_output,19,24,0,0.214683,14,0x0E
layer_0_output,19,24,1,0.012488,1,0x01
layer_0_output,19,24,2,0.032205,2,0x02
layer_0_output,19,24,3,0.027622,2,0x02
layer_0_output,19,24,4,0.211881,14,0x0E
layer_0_output,19,24,5,0.226229,14,0x0E
layer_0_output,19,24,6,0.000000,0,0x00
layer_0_output,19,24,7,0.005768,0,0x00
layer_0_output,19,25,0,0.219337,14,0x0E
layer_0_output,19,25,1,0.012163,1,0x01
layer_0_output,19,25,2,0.032235,2,0x02
layer_0_output,19,25,3,0.027612,2,0x02
layer_0_output,19,25,4,0.216605,14,0x0E
layer_0_output,19,25,5,0.231429,15,0x0F
layer_0_output,19,25,6,0.000000,0,0x00
layer_0_output,19,25,7,0.005510,0,0x00
layer_0_output,20,0,0,0.107643,7,0x07
layer_0_output,20,0,1,0.019966,1,0x01
layer_0_output,20,0,2,0.031522,2,0x02
layer_0_output,20,0,3,0.027856,2,0x02
layer_0_output,20,0,4,0.103220,7,0x07
layer_0_output,20,0,5,0.106644,7,0x07
layer_0_output,20,0,6,0.000000,0,0x00
layer_0_output,20,0,7,0.011697,1,0x01
layer_0_output,20,1,0,0.112297,7,0x07
layer_0_output,20,1,1,0.019641,1,0x01
layer_0_output,20,1,2,0.031552,2,0x02
layer_0_output,20,1,3,0.027846,2,0x02
layer_0_output,20,1,4,0.107944,7,0x07
layer_0_output,20,1,5,0.111844,7,0x07
layer_0_output,20,1,6,0.000000,0,0x00
layer_0_output,20,1,7,0.011439,1,0x01
layer_0_output,20,2,0,0.116951,7,0x07
layer_0_output,20,2,1,0.019316,1,0x01
layer_0_output,20,2,2,0.031582,2,0x02
layer_0_output,20,2,3,0.027835,2,0x02
layer_0_output,20,2,4,0.112668,7,0x07
layer_0_output,20,2,5,0.117043,7,0x07
layer_0_output,20,2,6,0.000000,0,0x00
layer_0_output,20,2,7,0.011181,1,0x01
layer_0_output,20,3,0,0.121605,8,0x08
layer_0_output,20,3,1,0.018990,1,0x01
layer_0_output,20,3,2,0.031611,2,0x02
layer_0_output,20,3,3,0.027825,2,0x02
layer_0_output,20,3,4,0.117393,8,0x08
layer_0_output,20,3,5,0.122242,8,0x08
layer_0_output,20,3,6,0.000000,0,0x00
layer_0_output,20,3,7,0.010923,1,0x01
layer_0_output,20,4,0,0.126259,8,0x08
layer_0_output,20,4,1,0.018665,1,0x01
layer_0_output,20,4,2,0.031641,2,0x02
layer_0_output,20,4,3,0.027815,2,0x02
layer_0_output,20,4,4,0.122117,8,0x08
layer_0_output,20,4,5,0.127442,8,0x08
layer_0_output,20,4,6,0.000000,0,0x00
layer_0_output,20,4,7,0.010666,1,0x01
layer_0_output,20,5,0,0.130912,8,0x08
layer_0_output,20,5,1,0.018340,1,0x01
layer_0_output,20,5,2,0.031671,2,0x02
layer_0_output,20,5,3,0.027805,2,0x02
layer_0_output,20,5,4,0.126842,8,0x08
layer_0_output,20,5,5,0.132641,8,0x08
layer_0_output,20,5,6,0.000000,0,0x00
layer_0_output,20,5,7,0.010408,1,0x01
layer_0_output,20,6,0,0.135566,9,0x09
layer_0_output,20,6,1,0.018015,1,0x01
layer_0_output,20,6,2,0.031700,2,0x02
layer_0_output,20,6,3,0.027795,2,0x02
layer_0_output,20,6,4,0.131566,8,0x08
layer_0_output,20,6,5,0.137840,9,0x09
layer_0_output,20,6,6,0.000000,0,0x00
layer_0_output,20,6,7,0.010150,1,0x01
layer_0_output,20,7,0,0.140220,9,0x09
layer_0_output,20,7,1,0.017690,1,0x01
layer_0_output,20,7,2,0.031730,2,0x02
layer_0_output,20,7,3,0.027785,2,0x02
layer_0_output,20,7,4,0.136290,9,0x09
layer_0_output,20,7,5,0.143040,9,0x09
layer_0_output,20,7,6,0.000000,0,0x00
layer_0_output,20,7,7,0.009892,1,0x01
layer_0_output,20,8,0,0.144874,9,0x09
layer_0_output,20,8,1,0.017365,1,0x01
layer_0_output,20,8,2,0.031760,2,0x02
layer_0_output,20,8,3,0.027774,2,0x02
layer_0_output,20,8,4,0.141015,9,0x09
layer_0_output,20,8,5,0.148239,9,0x09
layer_0_output,20,8,6,0.000000,0,0x00
layer_0_output,20,8,7,0.009635,1,0x01
layer_0_output,20,9,0,0.149528,10,0x0A
layer_0_output,20,9,1,0.017040,1,0x01
layer_0_output,20,9,2,0.031789,2,0x02
layer_0_output,20,9,3,0.027764,2,0x02
layer_0_output,20,9,4,0.145739,9,0x09
layer_0_output,20,9,5,0.153438,10,0x0A
layer_0_output,20,9,6,0.000000,0,0x00
layer_0_output,20,9,7,0.009377,1,0x01
layer_0_output,20,10,0,0.154182,10,0x0A
layer_0_output,20,10,1,0.016715,1,0x01
layer_0_output,20,10,2,0.031819,2,0x02
layer_0_output,20,10,3,0.027754,2,0x02
layer_0_output,20,10,4,0.150464,10,0x0A
layer_0_output,20,10,5,0.158638,10,0x0A
layer_0_output,20,10,6,0.000000,0,0x00
layer_0_output,20,10,7,0.009119,1,0x01
layer_0_output,20,11,0,0.158836,10,0x0A
layer_0_output,20,11,1,0.016390,1,0x01
layer_0_output,20,11,2,0.031849,2,0x02
layer_0_output,20,11,3,0.027744,2,0x02
layer_0_output,20,11,4,0.155188,10,0x0A
layer_0_output,20,11,5,0.163837,10,0x0A
layer_0_output,20,11,6,0.000000,0,0x00
layer_0_output,20,11,7,0.008861,1,0x01
layer_0_output,20,12,0,0.163490,10,0x0A
layer_0_output,20,12,1,0.016065,1,0x01
layer_0_output,20,12,2,0.031879,2,0x02
layer_0_output,20,12,3,0.027734,2,0x02
layer_0_output,20,12,4,0.159912,10,0x0A
layer_0_output,20,12,5,0.169036,11,0x0B
layer_0_output,20,12,6,0.000000,0,0x00
layer_0_output,20,12,7,0.008604,1,0x01
layer_0_output,20,13,0,0.168144,11,0x0B
layer_0_output,20,13,1,0.015739,1,0x01
layer_0_output,20,13,2,0.031908,2,0x02
layer_0_output,20,13,3,0.027724,2,0x02
layer_0_output,20,13,4,0.164637,11,0x0B
layer_0_output,20,13,5,0.174236,11,0x0B
layer_0_output,20,13,6,0.000000,0,0x00
layer_0_output,20,13,7,0.008346,1,0x01
layer_0_output,20,14,0,0.172798,11,0x0B
layer_0_output,20,14,1,0.015414,1,0x01
layer_0_output,20,14,2,0.031938,2,0x02
layer_0_output,20,14,3,0.027713,2,0x02
layer_0_output,20,14,4,0.169361,11,0x0B
layer_0_output,20,14,5,0.179435,11,0x0B
layer_0_output,20,14,6,0.000000,0,0x00
layer_0_output,20,14,7,0.008088,1,0x01
layer_0_output,20,15,0,0.177452,11,0x0B
layer_0_output,20,15,1,0.015089,1,0x01
layer_0_output,20,15,2,0.031968,2,0x02
layer_0_output,20,15,3,0.027703,2,0x02
layer_0_output,20,15,4,0.174086,11,0x0B
layer_0_output,20,15,5,0.184634,12,0x0C
layer_0_output,20,15,6,0.000000,0,0x00
layer_0_output,20,15,7,0.007830,1,0x01
layer_0_output,20,16,0,0.182105,12,0x0C
layer_0_output,20,16,1,0.014764,1,0x01
layer_0_output,20,16,2,0.031997,2,0x02
layer_0_output,20,16,3,0.027693,2,0x02
layer_0_output,20,16,4,0.178810,11,0x0B
layer_0_output,20,16,5,0.189834,12,0x0C
layer_0_output,20,16,6,0.000000,0,0x00
layer_0_output,20,16,7,0.007572,0,0x00
layer_0_output,20,17,0,0.186759,12,0x0C
layer_0_output,20,17,1,0.014439,1,0x01
layer_0_output,20,17,2,0.032027,2,0x02
layer_0_output,20,17,3,0.027683,2,0x02
layer_0_output,20,17,4,0.183534,12,0x0C
layer_0_output,20,17,5,0.195033,12,0x0C
layer_0_output,20,17,6,0.000000,0,0x00
layer_0_output,20,17,7,0.007315,0,0x00
layer_0_output,20,18,0,0.191413,12,0x0C
layer_0_output,20,18,1,0.014114,1,0x01
layer_0_output,20,18,2,0.032057,2,0x02
layer_0_output,20,18,3,0.027673,2,0x02
layer_0_output,20,18,4,0.188259,12,0x0C
layer_0_output,20,18,5,0.200233,13,0x0D
layer_0_output,20,18,6,0.000000,0,0x00
layer_0_output,20,18,7,0.007057,0,0x00
layer_0_output,20,19,0,0.196067,13,0x0D
layer_0_output,20,19,1,0.013789,1,0x01
layer_0_output,20,19,2,0.032087,2,0x02
layer_0_output,20,19,3,0.027663,2,0x02
layer_0_output,20,19,4,0.192983,12,0x0C
layer_0_output,20,19,5,0.205432,13,0x0D
layer_0_output,20,19,6,0.000000,0,0x00
layer_0_output,20,19,7,0.006799,0,0x00
layer_0_output,20,20,0,0.200721,13,0x0D
layer_0_output,20,20,1,0.013464,1,0x01
layer_0_output,20,20,2,0.032116,2,0x02
layer_0_output,20,20,3,0.027652,2,0x02
layer_0_output,20,20,4,0.197708,13,0x0D
layer_0_output,20,20,5,0.210631,13,0x0D
layer_0_output,20,20,6,0.000000,0,0x00
layer_0_output,20,20,7,0.006541,0,0x00
layer_0_output,20,21,0,0.205375,13,0x0D
layer_0_output,20,21,1,0.013139,1,0x01
layer_0_output,20,21,2,0.032146,2,0x02
layer_0_output,20,21,3,0.027642,2,0x02
layer_0_output,20,21,4,0.202432,13,0x0D
layer_0_output,20,21,5,0.215831,14,0x0E
layer_0_output,20,21,6,0.000000,0,0x00
layer_0_output,20,21,7,0.006284,0,0x00
layer_0_output,20,22,0,0.210029,13,0x0D
layer_0_output,20,22,1,0.012813,1,0x01
layer_0_output,20,22,2,0.032176,2,0x02
layer_0_output,20,22,3,0.027632,2,0x02
layer_0_output,20,22,4,0.207156,13,0x0D
layer_0_output,20,22,5,0.221030,14,0x0E
layer_0_output,20,22,6,0.000000,0,0x00
layer_0_output,20,22,7,0.006026,0,0x00
layer_0_output,20,23,0,0.214683,14,0x0E
layer_0_output,20,23,1,0.012488,1,0x01
layer_0_output,20,23,2,0.032205,2,0x02
layer_0_output,20,23,3,0.027622,2,0x02
layer_0_output,20,23,4,0.211881,14,0x0E
layer_0_output,20,23,5,0.226229,14,0x0E
layer_0_output,20,23,6,0.000000,0,0x00
layer_0_output,20,23,7,0.005768,0,0x00
layer_0_output,20,24,0,0.219337,14,0x0E
layer_0_output,20,24,1,0.012163,1,0x01
layer_0_output,20,24,2,0.032235,2,0x02
layer_0_output,20,24,3,0.027612,2,0x02
layer_0_output,20,24,4,0.216605,14,0x0E
layer_0_output,20,24,5,0.231429,15,0x0F
layer_0_output,20,24,6,0.000000,0,0x00
layer_0_output,20,24,7,0.005510,0,0x00
layer_0_output,20,25,0,0.223991,14,0x0E
layer_0_output,20,25,1,0.011838,1,0x01
layer_0_output,20,25,2,0.032265,2,0x02
layer_0_output,20,25,3,0.027602,2,0x02
layer_0_output,20,25,4,0.221330,14,0x0E
layer_0_output,20,25,5,0.236628,15,0x0F
layer_0_output,20,25,6,0.000000,0,0x00
layer_0_output,20,25,7,0.005253,0,0x00
layer_0_output,21,0,0,0.112297,7,0x07
layer_0_output,21,0,1,0.019641,1,0x01
layer_0_output,21,0,2,0.031552,2,0x02
layer_0_output,21,0,3,0.027846,2,0x02
layer_0_output,21,0,4,0.107944,7,0x07
layer_0_output,21,0,5,0.111844,7,0x07
layer_0_output,21,0,6,0.000000,0,0x00
layer_0_output,21,0,7,0.011439,1,0x01
layer_0_output,21,1,0,0.116951,7,0x07
layer_0_output,21,1,1,0.019316,1,0x01
layer_0_output,21,1,2,0.031582,2,0x02
layer_0_output,21,1,3,0.027835,2,0x02
layer_0_output,21,1,4,0.112668,7,0x07
layer_0_output,21,1,5,0.117043,7,0x07
layer_0_output,21,1,6,0.000000,0,0x00
layer_0_output,21,1,7,0.011181,1,0x01
layer_0_output,21,2,0,0.121605,8,0x08
layer_0_output,21,2,1,0.018990,1,0x01
layer_0_output,21,2,2,0.031611,2,0x02
layer_0_output,21,2,3,0.027825,2,0x02
layer_0_output,21,2,4,0.117393,8,0x08
layer_0_output,21,2,5,0.122242,8,0x08
layer_0_output,21,2,6,0.000000,0,0x00
layer_0_output,21,2,7,0.010923,1,0x01
layer_0_output,21,3,0,0.126259,8,0x08
layer_0_output,21,3,1,0.018665,1,0x01
layer_0_output,21,3,2,0.031641,2,0x02
layer_0_output,21,3,3,0.027815,2,0x02
layer_0_output,21,3,4,0.122117,8,0x08
layer_0_output,21,3,5,0.127442,8,0x08
layer_0_output,21,3,6,0.000000,0,0x00
layer_0_output,21,3,7,0.010666,1,0x01
layer_0_output,21,4,0,0.130912,8,0x08
layer_0_output,21,4,1,0.018340,1,0x01
layer_0_output,21,4,2,0.031671,2,0x02
layer_0_output,21,4,3,0.027805,2,0x02
